jail,source_url,race,gender,arrest_age,age_category,time_since_arrested,scraped_at
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,519,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,27,25-34,462,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,1620,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,35,35-44,102,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,45,45-54,633,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,45,45-54,558,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,15,Under 18,854,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,51,45-54,8,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,19,18-24,4,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,46,45-54,66,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,25,25-34,321,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,41,35-44,234,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,420,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,32,25-34,149,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,32,25-34,226,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,60,55+,75,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,20,18-24,375,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,37,35-44,965,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,23,18-24,354,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,53,45-54,43,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,36,35-44,26,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,673,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,27,25-34,1054,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,22,18-24,237,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Female,29,25-34,120,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,20,18-24,435,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,45,45-54,416,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,49,45-54,1737,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,29,25-34,1193,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,39,35-44,172,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,19,18-24,513,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,19,18-24,388,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,1621,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,56,55+,119,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,35,35-44,50,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,36,35-44,9,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,42,35-44,502,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,40,35-44,29,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,20,18-24,1603,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,19,18-24,115,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,22,18-24,1619,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,38,35-44,26,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,40,35-44,347,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,29,25-34,154,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,39,35-44,92,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,1071,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,48,45-54,707,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,38,35-44,15,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,17,Under 18,28,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,60,55+,216,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,33,25-34,1436,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,30,25-34,78,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,21,18-24,2355,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,37,35-44,1065,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,23,18-24,157,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,39,35-44,1051,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,41,35-44,472,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,37,35-44,289,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,32,25-34,134,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,22,18-24,87,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,24,18-24,431,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,37,35-44,95,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,55,55+,23,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,25,25-34,1433,2025-06-13
Ascension Parish,http://ascension.lavns.org,Asian/PacificIslander,Male,21,18-24,890,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,22,18-24,284,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,22,18-24,3,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Female,37,35-44,11,2025-06-13
Ascension Parish,http://ascension.lavns.org,Asian/PacificIslander,Male,29,25-34,361,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,46,45-54,689,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,23,18-24,62,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,25,25-34,37,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,33,25-34,4,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,31,25-34,953,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,36,35-44,170,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,20,18-24,2,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,55,55+,508,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,43,35-44,245,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,35,35-44,290,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,31,25-34,561,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,53,45-54,388,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,39,35-44,9,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,21,18-24,1,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,29,25-34,114,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,27,25-34,72,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,21,18-24,288,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,57,55+,29,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,51,45-54,23,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,25,25-34,653,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,54,45-54,631,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,24,18-24,1366,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,28,25-34,1546,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,17,Under 18,569,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,57,55+,281,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,22,18-24,122,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,47,45-54,70,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,44,35-44,213,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,46,45-54,39,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,31,25-34,312,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,27,25-34,299,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Female,29,25-34,28,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,22,18-24,673,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,32,25-34,247,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,36,35-44,15,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,50,45-54,352,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,28,25-34,385,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,32,25-34,420,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,39,35-44,69,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,34,25-34,1450,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,37,35-44,1119,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,21,18-24,134,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,47,45-54,256,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,22,18-24,473,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,16,Under 18,309,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,36,35-44,164,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,17,Under 18,2,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,40,35-44,157,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,40,35-44,24,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,32,25-34,207,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,1,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,549,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,668,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,38,35-44,1,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,38,35-44,29,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,26,25-34,281,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,28,25-34,506,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,43,35-44,311,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,35,35-44,111,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,44,35-44,3,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,32,25-34,28,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,22,18-24,479,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,28,25-34,109,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,42,35-44,408,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,25,25-34,663,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,25,25-34,226,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,36,35-44,434,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,28,25-34,179,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,35,35-44,137,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,34,25-34,74,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,25,25-34,86,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,33,25-34,232,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,28,25-34,20,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,37,35-44,243,2025-06-13
Ascension Parish,http://ascension.lavns.org,Asian/PacificIslander,Male,18,18-24,35,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,38,35-44,534,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,20,18-24,844,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,34,25-34,236,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,49,45-54,9,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,34,25-34,150,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,32,25-34,694,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,52,45-54,126,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,33,25-34,102,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,21,18-24,111,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,24,18-24,181,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,33,25-34,66,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Female,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,39,35-44,36,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,17,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,38,35-44,164,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,31,25-34,248,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,62,55+,8,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,19,18-24,1656,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,58,55+,351,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,35,35-44,83,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,44,35-44,132,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,40,35-44,21,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,36,35-44,354,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,18,18-24,50,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,19,18-24,1113,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,105,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,18,18-24,59,2025-06-13
Ascension Parish,http://ascension.lavns.org,Unknown,Male,39,35-44,54,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Female,26,25-34,11,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,1094,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,30,25-34,451,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,16,Under 18,672,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,40,35-44,380,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,36,35-44,126,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,21,18-24,858,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,35,35-44,13,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,55,55+,79,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,31,25-34,46,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Ascension Parish,http://ascension.lavns.org,White,Male,29,25-34,1081,2025-06-13
Ascension Parish,http://ascension.lavns.org,Black,Male,41,35-44,125,2025-06-13
